Code,Name,Alias Name,Is Cash,Is Active,Parent Code,Parent Name,Classification Code,Classification Name,Header
121000099,Harta Tetap Lainnya,Other Fixed Assets,false,true,121000000,Harta Tetap,1,Harta,false
121000100,Tanah,Tanah,false,true,121000000,Harta Tetap,1,Harta,false
121000101,Gedung,Gedung,false,true,121000000,Harta Tetap,1,Harta,false
121000102,Mesin & Peralatan,Mesin & Peralatan,false,true,121000000,Harta Tetap,1,Harta,false
121000103,Kendaraan,Kendaraan,false,true,121000000,Harta Tetap,1,Harta,false
121000104,Harta Lainnya,Harta Lainnya,false,true,121000000,Harta Tetap,1,Harta,false
122000000,Akumulasi Penyusutan Harta Tetap,Accumulated Depreciation Of Fixed Assets,false,true,120000000,Harta Tetap,1,Harta,true
122000002,Akumulasi Penyusutan Bangunan,Accumulated Depreciation Of Building,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000003,Akumulasi Penyusutan Mesin & Peralatan,Accumulated Depreciation Of Machinery & Equipment,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000004,Akumulasi Penyusutan Kendaraan,Accumulated Depreciation Of Vehicle,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000099,Akumulasi Penyusutan Harta Tetap Lainnya,Accumulated Depreciation Of Other Fixed Assets,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000100,Akumulasi Penyusutan Gedung,Akumulasi Penyusutan Gedung,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000101,Akumulasi Penyusutan Mesin & Peralatan,Akumulasi Penyusutan Mesin & Peralatan,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000102,Akumulasi Penyusutan Kendaraan,Akumulasi Penyusutan Kendaraan,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
122000103,Akumulasi Penyusutan Harta Lainnya,Akumulasi Penyusutan Harta Lainnya,false,true,122000000,Akumulasi Penyusutan Harta Tetap,1,Harta,false
2,Kewajiban,Liabilities,false,true,,,,,true
200000000,Kewajiban,Liabilities,false,true,2,Kewajiban,2,Kewajiban,true
210000000,Kewajiban Lancar,Current Liabilities,false,true,200000000,Kewajiban,2,Kewajiban,true
211000000,Utang Usaha,Utang Usaha,false,true,2,Kewajiban,2,Kewajiban,true
211000001,Utang Usaha,Utang Usaha,false,true,211000000,Utang Usaha,2,Kewajiban,false
212000000,Utang Lain,Utang Lain,false,true,2,Kewajiban,2,Kewajiban,true
212000001,Utang Giro,Utang Giro,false,true,212000000,Utang Lain,2,Kewajiban,false
213000000,Pajak Terutang,Taxes Payable,false,true,210000000,Kewajiban Lancar,2,Kewajiban,true
213000001,PPN Keluaran,VAT Out,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000002,PPh Pasal 23-2 Terutang,Income Tax Article 23-2 Payable,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000003,PPh Pasal 23-4 Terutang,Income Tax Article 23-4 Payable,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000004,PPh Pasal 4 ayat 2 Terutang,Income Tax Article 4 paragraph 2 Payable,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000005,PPh Pasal 25 Terutang,Income Tax Article 25 Payable,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000006,Pajak Terutang,Pajak Terutang,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000007,Utang PPh 23-2,Utang PPh 23-2,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000008,Utang PPh 4.2,Utang PPh 4.2,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000009,Utang PPh 23-4,Utang PPh 23-4,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000010,PPN Keluaran,PPN Keluaran,false,true,213000000,Pajak Terutang,2,Kewajiban,false
213000011,Utang ppnbm20,Utang ppnbm20,false,true,213000000,Pajak Terutang,2,Kewajiban,false
219000000,Kewajiban Lancar lainnya,Other Current Liabilities,false,true,210000000,Kewajiban Lancar,2,Kewajiban,true
219000010,Utang Belum Terbit Faktur,Account Payable Have Not Been Invoiced,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000020,Utang Konsinyasi,Consignment Payable,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000030,Utang Gaji & Upah,Salary Payable,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000040,Utang Komisi Penjualan,Sales Commission Payable,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000050,Biaya Yang Akan Dibayar,Accrued Expense,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000060,Utang Pajak,Tax Payable,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000070,Pendapatan Diterima Dimuka,Unearned Revenues,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
219000080,Utang Pihak Ketiga,Third Party Payable,false,true,219000000,Kewajiban Lancar lainnya,2,Kewajiban,false
220000000,Kewajiban Jangka Panjang,Long-term Liabilities,false,true,200000000,Kewajiban,2,Kewajiban,true
220000001,Utang Bank,Bank Loans,false,true,220000000,Kewajiban Jangka Panjang,2,Kewajiban,false
220000002,Utang Pembiayaan,Finance Lease Liabilities,false,true,220000000,Kewajiban Jangka Panjang,2,Kewajiban,false
3,Modal,Equity,false,true,,,,,true
300000000,Modal,Equity,false,true,3,Modal,3,Modal,true
310000000,Modal,Equity,false,true,300000000,Modal,3,Modal,true
310000010,Modal Disetor,Paid-In Capital,false,true,310000000,Modal,3,Modal,false
310000020,Saham Biasa,Common Stock,false,true,310000000,Modal,3,Modal,false
310000030,Prive,Prive,false,true,310000000,Modal,3,Modal,false
320000000,Laba,Earning,false,true,300000000,Modal,3,Modal,true
320000010,Laba Ditahan,Laba Ditahan,false,true,320000000,Laba,3,Modal,false
320000020,Laba Berjalan,Laba Berjalan,false,true,320000000,Laba,3,Modal,false
320000030,Ekuitas Saldo Awal,Historical Balancing,false,true,320000000,Laba,3,Modal,false
4,Pendapatan Usaha,Revenues,false,true,,,,,true
400000000,Pendapatan Usaha,Revenues,false,true,4,Pendapatan Usaha,4,Pendapatan Usaha,true
410000000,Penjualan,Sales,false,true,400000000,Pendapatan Usaha,4,Pendapatan Usaha,true
410000001,Penjualan,Penjualan,false,true,410000000,Penjualan,4,Pendapatan Usaha,false
410000099,Penjualan Jasa,Service Sales,false,true,410000000,Penjualan,4,Pendapatan Usaha,false
420000000,Diskon Penjualan,Diskon Penjualan,false,true,4,Pendapatan Usaha,4,Pendapatan Usaha,true
420000001,Diskon Penjualan,Diskon Penjualan,false,true,420000000,Diskon Penjualan,4,Pendapatan Usaha,false
430000000,Retur Penjualan,Retur Penjualan,false,true,4,Pendapatan Usaha,4,Pendapatan Usaha,true
430000001,Retur Penjualan,Retur Penjualan,false,true,430000000,Retur Penjualan,4,Pendapatan Usaha,false
490000000,Pendapatan Usaha Lain,Pendapatan Usaha Lain,false,true,4,Pendapatan Usaha,4,Pendapatan Usaha,true
490000099,Pendapatan Usaha Lain,Pendapatan Usaha Lain,false,true,490000000,Pendapatan Usaha Lain,4,Pendapatan Usaha,false
5,Beban Atas Pendapatan,Cost of Revenues,false,true,,,,,true
500000000,Beban Atas Pendapatan,Cost of Revenues,false,true,5,Beban Atas Pendapatan,5,Beban Atas Pendapatan,true
520000000,Beban Pembelian,Purchase Expenses,false,true,500000000,Beban Atas Pendapatan,5,Beban Atas Pendapatan,true
520000001,Beban Pengiriman,Freight Expenses,false,true,520000000,Beban Pembelian,5,Beban Atas Pendapatan,false
530000000,Diskon Pembelian,Diskon Pembelian,false,true,5,Beban Atas Pendapatan,5,Beban Atas Pendapatan,true
530000001,Diskon Pembelian,Diskon Pembelian,false,true,530000000,Diskon Pembelian,5,Beban Atas Pendapatan,false
540000000,Retur Pembelian,Retur Pembelian,false,true,5,Beban Atas Pendapatan,5,Beban Atas Pendapatan,true
540000001,Retur Pembelian,Retur Pembelian,false,true,540000000,Retur Pembelian,5,Beban Atas Pendapatan,false
590000000,Beban Atas Pendapatan Lain,Other Cost Of Revenues,false,true,500000000,Beban Atas Pendapatan,5,Beban Atas Pendapatan,true
590000099,Beban Atas Pendapatan Lain,Other Cost Of Revenue,false,true,590000000,Beban Atas Pendapatan Lain,5,Beban Atas Pendapatan,false
6,Beban Operasional,Operating Expenses,false,true,,,,,true
600000000,Beban Operasional,Operating Expenses,false,true,6,Beban Operasional,6,Beban Operasional,true
610000000,Beban Pemasaran,Marketing Expenses,false,true,600000000,Beban Operasional,6,Beban Operasional,true
610000001,Beban Komisi Penjualan,Sales Commission Expenses,false,true,610000000,Beban Pemasaran,6,Beban Operasional,false
610000002,Beban Piutang Tak Tertagih,Bad Debts Expenses,false,true,610000000,Beban Pemasaran,6,Beban Operasional,false
620000000,Beban Administrasi Dan Umum,Administration & General Expenses,false,true,600000000,Beban Operasional,6,Beban Operasional,true
620000001,Beban Gaji & Upah,Wages and Salaries Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000002,Beban Staff Ahli & Perizinan,Professional and Legal Fees,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000003,Beban Sistem & Teknologi,System & Technology Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000004,Beban Sewa,Rent Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000005,Beban Listrik,Electricity Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000006,Beban Air,Water Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000007,Beban Telepon,Communication Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000008,Beban Internet,Internet Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000009,Beban Perlengkapan,Supplies Expenses,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
620000099,Beban Operasional Lainnya,Beban Operasional Lainnya,false,true,620000000,Beban Administrasi Dan Umum,6,Beban Operasional,false
7,Beban Non Operasional,Non Operating Expenses,false,true,,,,,true
700000000,Beban Non Operasional,Non Operating Expenses,false,true,7,Beban Non Operasional,7,Beban Non Operasional,true
710000000,Beban Non Operasional,Non Operating Expense,false,true,700000000,Beban Non Operasional,7,Beban Non Operasional,true
710000001,Beban Non Operasional,Non Operating Expense,false,true,710000000,Beban Non Operasional,7,Beban Non Operasional,false
710000002,Beban Penyusutan Gedung,Beban Penyusutan Gedung,false,true,710000000,Beban Non Operasional,7,Beban Non Operasional,false
710000003,Beban Penyusutan Mesin & Peralatan,Beban Penyusutan Mesin & Peralatan,false,true,710000000,Beban Non Operasional,7,Beban Non Operasional,false
710000004,Beban Penyusutan Kendaraan,Beban Penyusutan Kendaraan,false,true,710000000,Beban Non Operasional,7,Beban Non Operasional,false
710000005,Beban Penyusutan Harta Lainnya,Beban Penyusutan Harta Lainnya,false,true,710000000,Beban Non Operasional,7,Beban Non Operasional,false
8,Pendapatan Lain,Other Revenues,false,true,,,,,true
800000000,Pendapatan Lain,Other Revenues,false,true,8,Pendapatan Lain,8,Pendapatan Lain,true
810000000,Pendapatan Lain,Other Revenues,false,true,800000000,Pendapatan Lain,8,Pendapatan Lain,true
810000001,Pendapatan Lain,Other Revenues,false,true,810000000,Pendapatan Lain,8,Pendapatan Lain,false
810000002,Pendapatan Bunga / Bagi Hasil,Interest Income,false,true,810000000,Pendapatan Lain,8,Pendapatan Lain,false
820000000,Laba Selisih Kurs,Laba Selisih Kurs,false,true,8,Pendapatan Lain,8,Pendapatan Lain,true
820000001,Laba Selisih Kurs - Unrealize,Laba Selisih Kurs - Unrealize,false,true,820000000,Laba Selisih Kurs,8,Pendapatan Lain,false
820000002,Laba Selisih Kurs - Realize,Laba Selisih Kurs - Realize,false,true,820000000,Laba Selisih Kurs,8,Pendapatan Lain,false
9,Beban Lain,Other Expenses,false,true,,,,,true
900000000,Beban Lain,Other Expenses,false,true,9,Beban Lain,9,Beban Lain,true
910000000,Beban Luar Usaha,Other Expenses,false,true,900000000,Beban Lain,9,Beban Lain,true
910000001,Beban Administrasi Bank,Bank Administration Expense,false,true,910000000,Beban Luar Usaha,9,Beban Lain,false
910000002,Beban Bunga / Bagi Hasil,Interest Expense,false,true,910000000,Beban Luar Usaha,9,Beban Lain,false
910000099,Beban Lain,Other Expenses,false,true,910000000,Beban Luar Usaha,9,Beban Lain,false
920000000,Rugi Selisih Kurs,Rugi Selisih Kurs,false,true,9,Beban Lain,9,Beban Lain,true
920000001,Rugi Selisih Kurs - Unrealize,Rugi Selisih Kurs - Unrealize,false,true,920000000,Rugi Selisih Kurs,9,Beban Lain,false
920000002,Rugi Selisih Kurs - Realize,Rugi Selisih Kurs - Realize,false,true,920000000,Rugi Selisih Kurs,9,Beban Lain,false
990000000,Beban Pajak,Tax Expenses,false,true,900000000,Beban Lain,9,Beban Lain,true
990000001,Beban Pajak - Kini,Tax Expense - Current,false,true,990000000,Beban Pajak,9,Beban Lain,false
990000002,Beban Pajak - Tangguhan,Tax Expense - Deferred,false,true,990000000,Beban Pajak,9,Beban Lain,false
